depa_nombre,muni_nombre,total_prestadores,profesional_independiente,ips,objeto_social_diferente,transporte_especial,natural,juridico,privada,mixta,publica,vencimiento_2025,vencimiento_2026,vencimiento_2027,vencimiento_2028,vencimiento_2029,municipio_pdet,municipio_zomac,municipio_pnis,municipio_pnsr_antes_2023,municipio_pnsr_2023,municipio_pnsr_2024,muni_nombre_corr,depa_nombre_corr,MPIO,depa_nombre:1,muni_nombre:1,AÑO,total_pob,total_cabecera,total_cprd,hombres_cabecera,hombres_cprd,hombres_total,mujeres_cabecera,mujeres_cprd,mujeres_total,hombres_primera_infancia,hombres_infancia,hombres_adolescencia,hombres_juventud,hombres_adultez,hombres_vejez,mujeres_primera_infancia,mujeres_infancia,mujeres_adolescencia,mujeres_juventud,mujeres_adultez,mujeres_vejez,etnia_cabecera,etnia_cprd,etnia_total,superficie,region
AMAZONAS,LETICIA,57,43,12,2,0,43,14,54,0,3,28,19,2,7,1,NO,NO,NO,SI,SI,SI,LETICIA,AMAZONAS,91001,AMAZONAS,LETICIA,2025,55691,40511,15180,19934,7928,27862,20577,7252,27829,3466,3439,3486,5006,10486,1979,3309,3361,3439,4658,10827,2235,11973,13737,25710,5717.713561282115,Región Centro Sur
ANTIOQUIA,ABEJORRAL,13,11,1,1,0,11,2,12,0,1,6,2,3,1,1,NO,SI,NO,NO,SI,SI,ABEJORRAL,ANTIOQUIA,5002,ANTIOQUIA,ABEJORRAL,2025,21622,9369,12253,4599,6700,11299,4770,5553,10323,719,925,1006,1322,4919,2408,708,841,854,1074,4459,2387,78,8,86,497.5662124578413,Región Eje Cafetero 
ANTIOQUIA,ALEJANDRÍA,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,SI,NO,NO,SI,SI,ALEJANDRÍA,ANTIOQUIA,5021,ANTIOQUIA,ALEJANDRÍA,2025,4989,2960,2029,1380,1087,2467,1580,942,2522,232,231,210,288,1026,480,228,217,185,262,1077,553,15,1,16,119.4676832230826,Región Eje Cafetero 
ANTIOQUIA,AMAGÁ,22,19,2,1,0,19,3,21,0,1,4,7,0,10,1,NO,NO,NO,NO,NO,NO,AMAGÁ,ANTIOQUIA,5030,ANTIOQUIA,AMAGÁ,2025,32628,17156,15472,8192,7809,16001,8964,7663,16627,1132,1257,1305,2210,7425,2672,1089,1222,1279,2115,7853,3069,163,18,181,89.24590344891269,Región Eje Cafetero 
ANTIOQUIA,AMALFI,15,13,2,0,0,13,2,14,0,1,2,11,2,0,0,SI,SI,SI,SI,SI,SI,AMALFI,ANTIOQUIA,5031,ANTIOQUIA,AMALFI,2025,28059,17098,10961,8046,5939,13985,9052,5022,14074,1223,1455,1465,1942,5856,2044,1178,1413,1429,1898,6126,2030,131,20,151,1301.657433227243,Región Eje Cafetero 
ANTIOQUIA,ANDES,55,50,3,2,0,50,5,54,0,1,26,17,7,5,0,NO,NO,NO,NO,NO,NO,ANDES,ANTIOQUIA,5034,ANTIOQUIA,ANDES,2025,46485,24343,22142,12473,11640,24113,11870,10502,22372,1801,1992,1994,3467,10728,4131,1643,1805,1828,2757,9988,4351,260,323,583,367.8371269692187,Región Eje Cafetero 
ANTIOQUIA,ANGELÓPOLIS,3,2,1,0,0,2,1,2,0,1,2,0,1,0,0,NO,NO,NO,NO,NO,NO,ANGELÓPOLIS,ANTIOQUIA,5036,ANTIOQUIA,ANGELÓPOLIS,2025,6183,2738,3445,1390,1723,3113,1348,1722,3070,246,262,258,385,1366,596,201,241,258,381,1359,630,18,19,37,74.20409971196945,Región Eje Cafetero 
ANTIOQUIA,ANGOSTURA,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,NO,SI,NO,NO,SI,SI,ANGOSTURA,ANTIOQUIA,5038,ANTIOQUIA,ANGOSTURA,2025,12190,3439,8751,1674,4485,6159,1765,4266,6031,566,619,611,832,2574,957,511,581,581,780,2537,1041,45,28,73,355.2864777795978,Región Eje Cafetero 
ANTIOQUIA,ANORÍ,7,6,1,0,0,6,1,6,0,1,2,4,0,1,0,SI,SI,SI,SI,SI,SI,ANORÍ,ANTIOQUIA,5040,ANTIOQUIA,ANORÍ,2025,19812,9469,10343,4772,5679,10451,4697,4664,9361,1082,1203,1124,1535,4341,1166,1098,1104,995,1374,3777,1013,166,403,569,1462.812162110804,Región Eje Cafetero 
ANTIOQUIA,ANZA,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,NO,NO,NO,NO,SI,NO,ANZÁ,ANTIOQUIA,5044,ANTIOQUIA,ANZÁ,2025,7537,1792,5745,928,2984,3912,864,2761,3625,367,396,377,498,1673,601,319,359,349,459,1562,577,5,23,28,278.1728633193784,Región Eje Cafetero 
ANTIOQUIA,APARTADÓ,131,93,32,5,1,93,38,131,0,0,66,42,8,7,8,SI,SI,NO,SI,SI,SI,APARTADÓ,ANTIOQUIA,5045,ANTIOQUIA,APARTADÓ,2025,132328,112909,19419,54282,9942,64224,58627,9477,68104,6559,7321,6976,9820,27999,5549,6255,7070,6956,10297,31008,6518,40299,10074,50373,525.5245200553745,Región Eje Cafetero 
ANTIOQUIA,ARBOLETES,18,14,2,2,0,14,4,17,0,1,7,7,3,1,0,NO,NO,NO,NO,SI,NO,ARBOLETES,ANTIOQUIA,5051,ANTIOQUIA,ARBOLETES,2025,32478,12642,19836,5933,10215,16148,6709,9621,16330,1803,2060,1909,1952,6168,2256,1864,1879,1641,1961,6685,2300,4391,5673,10064,693.873665546435,Región Eje Cafetero 
ANTIOQUIA,ARGELIA,2,1,1,0,0,1,1,1,0,1,2,0,0,0,0,NO,SI,NO,NO,SI,SI,ARGELIA,ANTIOQUIA,5055,ANTIOQUIA,ARGELIA,2025,8075,4119,3956,1969,2176,4145,2150,1780,3930,399,466,452,507,1614,707,349,384,367,457,1617,756,69,11,80,249.9491175976428,Región Eje Cafetero 
ANTIOQUIA,ARMENIA,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,SI,NO,ARMENIA,ANTIOQUIA,5059,ANTIOQUIA,ARMENIA,2025,5450,2146,3304,1028,1675,2703,1118,1629,2747,170,190,192,240,1184,727,184,204,193,242,1158,766,8,7,15,120.7151404480424,Región Eje Cafetero 
ANTIOQUIA,BARBOSA,45,40,4,1,0,40,5,44,0,1,19,14,2,8,2,NO,NO,NO,NO,NO,NO,BARBOSA,ANTIOQUIA,5079,ANTIOQUIA,BARBOSA,2025,56505,27216,29289,12810,15239,28049,14406,14050,28456,1789,2097,2263,3741,13353,4806,1806,2035,2156,3594,13359,5506,205,113,318,200.1489220836395,Región Eje Cafetero 
ANTIOQUIA,BELLO,355,319,18,17,1,319,36,352,0,3,132,128,36,38,21,NO,NO,NO,NO,NO,NO,BELLO,ANTIOQUIA,5088,ANTIOQUIA,BELLO,2025,570329,555509,14820,267304,7366,274670,288205,7454,295659,19723,21697,22528,42693,134163,33866,18734,20897,22226,41871,142393,49538,10490,769,11259,141.1165374682952,Región Eje Cafetero 
ANTIOQUIA,BELMIRA,3,2,1,0,0,2,1,2,0,1,1,0,1,1,0,NO,NO,NO,NO,SI,NO,BELMIRA,ANTIOQUIA,5086,ANTIOQUIA,BELMIRA,2025,6436,2090,4346,1028,2223,3251,1062,2123,3185,273,333,347,453,1402,443,277,329,333,416,1384,446,221,2247,2468,269.3555978875135,Región Eje Cafetero 
ANTIOQUIA,BETANIA,3,2,1,0,0,2,1,2,0,1,0,2,0,1,0,NO,NO,NO,NO,NO,NO,BETANIA,ANTIOQUIA,5091,ANTIOQUIA,BETANIA,2025,10985,4452,6533,2216,3458,5674,2236,3075,5311,459,534,539,711,2403,1028,430,531,537,664,2229,920,75,49,124,176.3778623518483,Región Eje Cafetero 
ANTIOQUIA,BETULIA,5,4,1,0,0,4,1,4,0,1,3,2,0,0,0,NO,NO,NO,NO,NO,NO,BETULIA,ANTIOQUIA,5093,ANTIOQUIA,BETULIA,2025,16722,5588,11134,2658,5875,8533,2930,5259,8189,783,892,874,1129,3640,1215,740,834,823,1061,3497,1234,78,41,119,244.0263381759904,Región Eje Cafetero 
ANTIOQUIA,BRICEÑO,3,2,1,0,0,2,1,2,0,1,3,0,0,0,0,SI,SI,SI,SI,SI,SI,BRICEÑO,ANTIOQUIA,5107,ANTIOQUIA,BRICEÑO,2025,8599,3329,5270,1587,2903,4490,1742,2367,4109,471,539,505,588,1824,563,472,474,432,557,1696,478,39,8,47,396.4767191665887,Región Eje Cafetero 
ANTIOQUIA,BURITICÁ,2,1,1,0,0,1,1,1,0,1,2,0,0,0,0,NO,NO,NO,NO,SI,NO,BURITICÁ,ANTIOQUIA,5113,ANTIOQUIA,BURITICÁ,2025,10105,3006,7099,1484,3772,5256,1522,3327,4849,499,515,488,745,2246,763,530,547,497,642,1875,758,24,15,39,325.5873502170826,Región Eje Cafetero 
ANTIOQUIA,CAICEDO,3,2,1,0,0,2,1,2,0,1,0,1,0,2,0,NO,SI,NO,NO,SI,SI,CAICEDO,ANTIOQUIA,5125,ANTIOQUIA,CAICEDO,2025,8938,2315,6623,1050,3394,4444,1265,3229,4494,471,471,420,592,1901,589,424,458,443,594,1912,663,22,4,26,203.9933710843941,Región Eje Cafetero 
ANTIOQUIA,CALDAS,100,89,3,7,1,89,11,99,0,1,35,41,14,10,0,NO,NO,NO,NO,NO,NO,CALDAS,ANTIOQUIA,5129,ANTIOQUIA,CALDAS,2025,86667,71410,15257,33327,7775,41102,38083,7482,45565,2452,2776,3000,5715,20313,6846,2386,2745,3036,5829,22284,9285,408,119,527,126.7237841972458,Región Eje Cafetero 
ANTIOQUIA,CAMPAMENTO,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,NO,SI,SI,NO,SI,SI,CAMPAMENTO,ANTIOQUIA,5134,ANTIOQUIA,CAMPAMENTO,2025,9839,3310,6529,1554,3509,5063,1756,3020,4776,458,597,588,656,1983,781,462,523,505,615,1942,729,31,0,31,209.8286868231032,Región Eje Cafetero 
ANTIOQUIA,CARACOLÍ,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,SI,NO,CARACOLÍ,ANTIOQUIA,5142,ANTIOQUIA,CARACOLÍ,2025,4850,3141,1709,1479,943,2422,1662,766,2428,190,201,187,271,1041,532,192,191,175,249,1006,615,15,0,15,274.7630083657756,Región Eje Cafetero 
ANTIOQUIA,CARAMANTA,4,3,1,0,0,3,1,3,0,1,2,1,0,1,0,NO,NO,NO,NO,NO,NO,CARAMANTA,ANTIOQUIA,5145,ANTIOQUIA,CARAMANTA,2025,4973,2549,2424,1160,1323,2483,1389,1101,2490,156,188,199,252,1109,579,149,180,180,249,1134,598,14,5,19,99.2328059682094,Región Eje Cafetero 
ANTIOQUIA,CAREPA,16,12,3,1,0,12,4,15,0,1,6,5,3,1,1,SI,SI,NO,SI,SI,SI,CAREPA,ANTIOQUIA,5147,ANTIOQUIA,CAREPA,2025,52540,39340,13200,19018,7007,26025,20322,6193,26515,2805,3146,3083,4156,10640,2195,2681,3058,2966,3990,11628,2192,12927,1096,14023,357.4791633212166,Región Eje Cafetero 
ANTIOQUIA,CAROLINA,4,3,1,0,0,3,1,3,0,1,1,2,0,1,0,NO,NO,NO,NO,SI,NO,CAROLINA,ANTIOQUIA,5150,ANTIOQUIA,CAROLINA,2025,4242,3323,919,1580,497,2077,1743,422,2165,104,138,161,240,985,449,92,129,153,207,1004,580,52,8,60,163.5321091974066,Región Eje Cafetero 
ANTIOQUIA,CAUCASIA,96,75,18,1,2,75,21,95,0,1,37,43,7,5,4,SI,SI,NO,SI,SI,SI,CAUCASIA,ANTIOQUIA,5154,ANTIOQUIA,CAUCASIA,2025,98488,88312,10176,42651,5309,47960,45661,4867,50528,5396,5830,5242,6685,19430,5377,5131,5616,5234,7077,21478,5992,2114,2715,4829,1525.438641642872,Región Eje Cafetero 
ANTIOQUIA,CAÑASGORDAS,5,4,1,0,0,4,1,4,0,1,1,2,1,1,0,NO,NO,NO,NO,SI,NO,CAÑASGORDAS,ANTIOQUIA,5138,ANTIOQUIA,CAÑASGORDAS,2025,16487,6357,10130,3004,5275,8279,3353,4855,8208,695,777,766,1001,3412,1628,693,794,787,1026,3296,1612,46,18,64,351.0900098454329,Región Eje Cafetero 
ANTIOQUIA,CHIGORODÓ,29,26,3,0,0,26,3,28,0,1,16,9,1,2,1,SI,SI,NO,SI,SI,SI,CHIGORODÓ,ANTIOQUIA,5172,ANTIOQUIA,CHIGORODÓ,2025,62675,53793,8882,25486,4549,30035,28307,4333,32640,3338,3799,3603,4574,11867,2854,3157,3672,3617,4890,13951,3353,29811,4039,33850,685.6840218885969,Región Eje Cafetero 
ANTIOQUIA,CISNEROS,4,2,2,0,0,2,2,3,0,1,3,1,0,0,0,NO,NO,NO,NO,NO,NO,CISNEROS,ANTIOQUIA,5190,ANTIOQUIA,CISNEROS,2025,10495,9350,1145,4374,590,4964,4976,555,5531,359,421,417,578,2168,1021,355,425,428,617,2429,1277,140,1,141,46.11371183929055,Región Eje Cafetero 
ANTIOQUIA,CIUDAD BOLÍVAR,22,20,1,1,0,20,2,21,0,1,7,9,2,3,1,NO,NO,NO,NO,NO,NO,CIUDAD BOLÍVAR,ANTIOQUIA,5101,ANTIOQUIA,CIUDAD BOLÍVAR,2025,27884,18093,9791,8836,5088,13924,9257,4703,13960,1068,1276,1270,1736,6022,2552,996,1165,1172,1621,6151,2855,200,322,522,243.89662704305,Región Eje Cafetero 
ANTIOQUIA,COCORNÁ,6,5,1,0,0,5,1,5,0,1,3,2,1,0,0,NO,SI,NO,NO,SI,SI,COCORNÁ,ANTIOQUIA,5197,ANTIOQUIA,COCORNÁ,2025,16686,8214,8472,3756,4482,8238,4458,3990,8448,807,794,701,942,3273,1721,757,783,724,982,3511,1691,108,8,116,233.5491024790858,Región Eje Cafetero 
ANTIOQUIA,CONCEPCIÓN,4,3,1,0,0,3,1,3,0,1,1,2,0,1,0,NO,SI,NO,NO,SI,SI,CONCEPCIÓN,ANTIOQUIA,5206,ANTIOQUIA,CONCEPCIÓN,2025,5093,2400,2693,1146,1482,2628,1254,1211,2465,204,237,225,277,1125,560,171,184,178,262,1066,604,14,3,17,221.0420507750836,Región Eje Cafetero 
ANTIOQUIA,CONCORDIA,11,10,1,0,0,9,2,10,0,1,4,4,0,3,0,NO,NO,NO,NO,NO,NO,CONCORDIA,ANTIOQUIA,5209,ANTIOQUIA,CONCORDIA,2025,22905,9144,13761,4247,7137,11384,4897,6624,11521,842,1029,1061,1402,4903,2147,804,983,1034,1406,5009,2285,73,11,84,227.1495531749165,Región Eje Cafetero 
ANTIOQUIA,COPACABANA,82,73,4,5,0,73,9,81,0,1,29,27,13,10,3,NO,NO,NO,NO,NO,NO,COPACABANA,ANTIOQUIA,5212,ANTIOQUIA,COPACABANA,2025,84787,70691,14096,33847,7318,41165,36844,6778,43622,2420,2854,3169,5850,20207,6665,2336,2700,3041,5710,21355,8480,743,95,838,66.86297768937246,Región Eje Cafetero 
ANTIOQUIA,CÁCERES,4,3,1,0,0,3,1,3,0,1,2,0,2,0,0,SI,SI,SI,SI,SI,SI,CÁCERES,ANTIOQUIA,5120,ANTIOQUIA,CÁCERES,2025,31368,7637,23731,3818,12566,16384,3819,11165,14984,2138,2238,1990,2160,5931,1927,1999,1967,1671,1945,5807,1595,953,1839,2792,1822.446792637309,Región Eje Cafetero 
ANTIOQUIA,DABEIBA,9,8,1,0,0,8,1,8,0,1,3,4,2,0,0,SI,SI,NO,SI,SI,SI,DABEIBA,ANTIOQUIA,5234,ANTIOQUIA,DABEIBA,2025,24765,10960,13805,5306,7209,12515,5654,6596,12250,1783,1689,1363,1607,4517,1556,1671,1594,1322,1623,4495,1545,229,4718,4947,1996.030837409795,Región Eje Cafetero 
ANTIOQUIA,DON MATÍAS,21,19,2,0,0,19,2,20,0,1,7,5,4,4,1,NO,NO,NO,NO,NO,NO,DONMATÍAS,ANTIOQUIA,5237,ANTIOQUIA,DONMATÍAS,2025,20498,14070,6428,6333,3200,9533,7737,3228,10965,884,928,891,1320,4193,1317,732,905,985,1496,4981,1866,79,4,83,214.5382784390426,Región Eje Cafetero 
ANTIOQUIA,EBÉJICO,4,3,1,0,0,3,1,3,0,1,3,1,0,0,0,NO,NO,NO,NO,SI,NO,EBÉJICO,ANTIOQUIA,5240,ANTIOQUIA,EBÉJICO,2025,12914,3163,9751,1541,5010,6551,1622,4741,6363,359,479,523,667,2806,1717,417,471,447,568,2777,1683,74,9,83,249.3062948259172,Región Eje Cafetero 
ANTIOQUIA,EL BAGRE,17,14,3,0,0,14,3,16,0,1,9,4,1,2,1,SI,SI,SI,SI,SI,SI,EL BAGRE,ANTIOQUIA,5250,ANTIOQUIA,EL BAGRE,2025,56681,38407,18274,18190,9556,27746,20217,8718,28935,3500,3783,3369,3778,10478,2838,3581,3763,3313,4065,11377,2836,2165,1463,3628,1648.63800923745,Región Eje Cafetero 
ANTIOQUIA,EL CARMEN DE VIBORAL,87,83,1,3,0,83,4,86,0,1,29,21,8,26,3,NO,NO,NO,NO,NO,NO,EL CARMEN DE VIBORAL,ANTIOQUIA,5148,ANTIOQUIA,EL CARMEN DE VIBORAL,2025,64717,40513,24204,19513,12326,31839,21000,11878,32878,2763,2821,2690,4522,14757,4286,2672,2790,2735,4502,15136,5043,169,54,223,457.9166449900405,Región Eje Cafetero 
ANTIOQUIA,EL SANTUARIO,41,38,2,1,0,38,3,40,0,1,12,18,2,8,1,NO,NO,NO,NO,NO,NO,EL SANTUARIO,ANTIOQUIA,5697,ANTIOQUIA,EL SANTUARIO,2025,38386,28675,9711,13097,4946,18043,15578,4765,20343,1951,1990,1746,2369,7354,2633,1894,1914,1747,2609,8622,3557,76,9,85,75.78620954764756,Región Eje Cafetero 
ANTIOQUIA,ENTRERRIOS,12,10,2,0,0,10,2,11,0,1,6,4,0,1,1,NO,NO,NO,NO,NO,NO,ENTRERRÍOS,ANTIOQUIA,5264,ANTIOQUIA,ENTRERRÍOS,2025,12158,6811,5347,3270,2768,6038,3541,2579,6120,492,540,540,840,2852,774,551,595,564,802,2756,852,43,9,52,193.7128759674724,Región Eje Cafetero 
ANTIOQUIA,ENVIGADO,602,534,45,22,1,533,69,598,1,3,215,204,62,93,28,NO,NO,NO,NO,NO,NO,ENVIGADO,ANTIOQUIA,5266,ANTIOQUIA,ENVIGADO,2025,250012,242439,7573,111022,3719,114741,131417,3854,135271,5841,6776,7392,13994,58203,22535,5632,6310,6926,14301,67552,34550,1715,80,1795,79.05070677663154,Región Eje Cafetero 
ANTIOQUIA,FREDONIA,21,19,2,0,0,19,2,20,0,1,9,8,2,2,0,NO,NO,NO,NO,NO,NO,FREDONIA,ANTIOQUIA,5282,ANTIOQUIA,FREDONIA,2025,26163,9978,16185,4783,8340,13123,5195,7845,13040,718,918,1012,1462,5966,3047,783,939,964,1316,5795,3243,113,127,240,232.9502046851779,Región Eje Cafetero 
ANTIOQUIA,FRONTINO,13,12,1,0,0,12,1,12,0,1,4,2,4,3,0,NO,SI,NO,NO,SI,SI,FRONTINO,ANTIOQUIA,5284,ANTIOQUIA,FRONTINO,2025,22049,10534,11515,4926,6036,10962,5608,5479,11087,1348,1313,1118,1404,4163,1616,1317,1248,1049,1341,4354,1778,219,3617,3836,1395.860020927471,Región Eje Cafetero 
ANTIOQUIA,GIRALDO,2,1,1,0,0,1,1,1,0,1,2,0,0,0,0,NO,NO,NO,NO,NO,NO,GIRALDO,ANTIOQUIA,5306,ANTIOQUIA,GIRALDO,2025,5988,2567,3421,1301,1759,3060,1266,1662,2928,310,309,276,363,1305,497,277,311,288,378,1189,485,21,0,21,96.59317477669825,Región Eje Cafetero 
ANTIOQUIA,GIRARDOTA,52,45,4,3,0,45,7,51,0,1,23,15,8,4,2,NO,NO,NO,NO,NO,NO,GIRARDOTA,ANTIOQUIA,5308,ANTIOQUIA,GIRARDOTA,2025,56312,33900,22412,16237,11345,27582,17663,11067,28730,1882,2067,2136,3815,13383,4299,1698,1924,2062,3713,13968,5365,1392,2029,3421,79.1787455584411,Región Eje Cafetero 
ANTIOQUIA,GRANADA,4,2,2,0,0,2,2,3,0,1,2,0,0,2,0,NO,SI,NO,NO,SI,SI,GRANADA,ANTIOQUIA,5313,ANTIOQUIA,GRANADA,2025,10855,6386,4469,2900,2472,5372,3486,1997,5483,603,612,514,622,2049,972,545,534,474,657,2195,1078,310,29,339,175.7652758749302,Región Eje Cafetero 
ANTIOQUIA,GUADALUPE,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,NO,SI,NO,NO,SI,SI,GUADALUPE,ANTIOQUIA,5315,ANTIOQUIA,GUADALUPE,2025,7015,2810,4205,1350,2217,3567,1460,1988,3448,300,340,333,448,1582,564,256,315,328,451,1496,602,36,9,45,114.5724440416245,Región Eje Cafetero 
ANTIOQUIA,GUARNE,44,36,5,3,0,36,8,43,0,1,15,12,7,5,5,NO,NO,NO,NO,NO,NO,GUARNE,ANTIOQUIA,5318,ANTIOQUIA,GUARNE,2025,60148,23230,36918,10900,18818,29718,12330,18100,30430,2190,2241,2236,4043,13846,5162,1953,2015,2051,3805,14325,6281,191,136,327,152.6739931203494,Región Eje Cafetero 
ANTIOQUIA,GUATAPE,9,7,1,1,0,7,2,8,0,1,4,2,3,0,0,NO,NO,NO,NO,NO,NO,GUATAPÉ,ANTIOQUIA,5321,ANTIOQUIA,GUATAPÉ,2025,9072,6268,2804,2937,1468,4405,3331,1336,4667,324,350,353,574,1974,830,328,351,340,561,2146,941,35,6,41,80.34241448825692,Región Eje Cafetero 
ANTIOQUIA,GÓMEZ PLATA,2,1,1,0,0,1,1,1,0,1,2,0,0,0,0,NO,NO,NO,NO,SI,NO,GÓMEZ PLATA,ANTIOQUIA,5310,ANTIOQUIA,GÓMEZ PLATA,2025,10464,5984,4480,2724,2431,5155,3260,2049,5309,320,433,457,549,2262,1134,360,410,394,519,2392,1234,82,10,92,345.1193440051528,Región Eje Cafetero 
ANTIOQUIA,HELICONIA,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,NO,NO,NO,NO,SI,NO,HELICONIA,ANTIOQUIA,5347,ANTIOQUIA,HELICONIA,2025,5754,2813,2941,1422,1576,2998,1391,1365,2756,158,221,242,321,1366,690,174,196,200,287,1219,680,28,7,35,103.9160714679301,Región Eje Cafetero 
ANTIOQUIA,HISPANIA,3,2,1,0,0,2,1,2,0,1,0,1,0,2,0,NO,NO,NO,NO,NO,NO,HISPANIA,ANTIOQUIA,5353,ANTIOQUIA,HISPANIA,2025,5876,3986,1890,1865,1048,2913,2121,842,2963,222,234,238,371,1248,600,229,250,239,317,1278,650,59,1,60,58.78416211821192,Región Eje Cafetero 
ANTIOQUIA,ITAGUI,274,239,16,18,1,239,35,272,0,2,113,81,22,41,17,NO,NO,NO,NO,NO,NO,ITAGÜÍ,ANTIOQUIA,5360,ANTIOQUIA,ITAGÜÍ,2025,301428,278179,23249,131628,11409,143037,146551,11840,158391,8980,9864,10453,20616,71538,21586,8511,9381,10127,20429,77780,32163,2318,481,2799,21.05264798145406,Región Eje Cafetero 
ANTIOQUIA,ITUANGO,9,8,1,0,0,8,1,8,0,1,6,0,0,1,2,SI,SI,SI,SI,SI,SI,ITUANGO,ANTIOQUIA,5361,ANTIOQUIA,ITUANGO,2025,29074,9265,19809,4378,13169,17547,4887,6640,11527,1098,1349,1372,2492,9319,1917,1178,1277,1213,1574,4715,1570,187,813,1000,2959.605345320138,Región Eje Cafetero 
ANTIOQUIA,JARDÍN,34,32,1,0,1,32,2,33,0,1,9,11,4,4,6,NO,NO,NO,NO,NO,NO,JARDÍN,ANTIOQUIA,5364,ANTIOQUIA,JARDÍN,2025,15637,9038,6599,4186,3569,7755,4852,3030,7882,552,627,660,994,3331,1591,512,586,577,840,3421,1946,85,1537,1622,216.0955837883402,Región Eje Cafetero 
ANTIOQUIA,JERICÓ,21,20,1,0,0,20,1,20,0,1,6,9,4,1,1,NO,NO,NO,NO,NO,NO,JERICÓ,ANTIOQUIA,5368,ANTIOQUIA,JERICÓ,2025,14576,8921,5655,4261,2977,7238,4660,2678,7338,444,537,547,782,3274,1654,427,505,536,761,3151,1958,31,3,34,195.9171391077001,Región Eje Cafetero 
ANTIOQUIA,LA CEJA,122,106,9,7,0,106,16,121,0,1,54,29,14,20,5,NO,NO,NO,NO,NO,NO,LA CEJA,ANTIOQUIA,5376,ANTIOQUIA,LA CEJA,2025,70868,62617,8251,29848,4284,34132,32769,3967,36736,2230,2648,2853,4800,16109,5492,2280,2610,2755,4725,17292,7074,223,42,265,136.3663490673281,Región Eje Cafetero 
ANTIOQUIA,LA ESTRELLA,44,35,3,6,0,35,9,43,0,1,18,17,1,7,1,NO,NO,NO,NO,NO,NO,LA ESTRELLA,ANTIOQUIA,5380,ANTIOQUIA,LA ESTRELLA,2025,78143,68734,9409,33177,4699,37876,35557,4710,40267,2367,2696,2877,5320,18987,5629,2267,2492,2651,5150,20172,7535,402,43,445,39.8323539976216,Región Eje Cafetero 
ANTIOQUIA,LA PINTADA,2,1,1,0,0,1,1,1,0,1,1,0,0,1,0,NO,NO,NO,NO,NO,NO,LA PINTADA,ANTIOQUIA,5390,ANTIOQUIA,LA PINTADA,2025,8689,7891,798,3969,410,4379,3922,388,4310,315,394,423,661,2009,577,298,361,387,631,2021,612,104,3,107,53.54083469435157,Región Eje Cafetero 
ANTIOQUIA,LA UNIÓN,36,33,3,0,0,33,3,35,0,1,16,15,3,1,1,NO,NO,NO,NO,NO,NO,LA UNIÓN,ANTIOQUIA,5400,ANTIOQUIA,LA UNIÓN,2025,23240,15098,8142,7194,4172,11366,7904,3970,11874,880,1024,1061,1630,5118,1653,869,978,1020,1616,5385,2006,62,0,62,154.6934089223783,Región Eje Cafetero 
ANTIOQUIA,LIBORINA,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,SI,NO,LIBORINA,ANTIOQUIA,5411,ANTIOQUIA,LIBORINA,2025,10709,3040,7669,1421,4042,5463,1619,3627,5246,422,505,501,586,2364,1085,399,454,441,541,2236,1175,40,8,48,211.2434542628787,Región Eje Cafetero 
ANTIOQUIA,MACEO,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,NO,NO,NO,NO,SI,NO,MACEO,ANTIOQUIA,5425,ANTIOQUIA,MACEO,2025,8785,3808,4977,1741,2597,4338,2067,2380,4447,411,435,393,494,1803,802,420,439,385,487,1867,849,59,16,75,376.6310495070704,Región Eje Cafetero 
ANTIOQUIA,MARINILLA,112,103,4,4,1,103,9,111,0,1,33,37,15,23,4,NO,NO,NO,NO,NO,NO,MARINILLA,ANTIOQUIA,5440,ANTIOQUIA,MARINILLA,2025,70392,51686,18706,24454,9842,34296,27232,8864,36096,2966,3103,2998,4934,15622,4673,2698,2903,2937,4985,16712,5861,263,23,286,119.342616530764,Región Eje Cafetero 
ANTIOQUIA,MEDELLÍN,7364,6549,621,179,15,6549,815,7348,2,14,3487,2355,585,658,279,NO,NO,NO,NO,NO,NO,MEDELLÍN,ANTIOQUIA,5001,ANTIOQUIA,MEDELLÍN,2025,2634570,2593542,41028,1219707,20731,1240438,1373835,20297,1394132,82633,93138,99872,189152,588771,186872,79227,89761,97165,185718,657696,284565,69043,293,69336,350.6666228257488,Región Eje Cafetero 
ANTIOQUIA,MONTEBELLO,4,3,1,0,0,3,1,3,0,1,1,1,0,0,2,NO,SI,NO,NO,SI,SI,MONTEBELLO,ANTIOQUIA,5467,ANTIOQUIA,MONTEBELLO,2025,7062,2445,4617,1157,2412,3569,1288,2205,3493,220,275,285,371,1525,893,250,281,269,325,1503,865,17,10,27,77.37105620190118,Región Eje Cafetero 
