depa_nombre,muni_nombre,total_prestadores,profesional_independiente,ips,objeto_social_diferente,transporte_especial,natural,juridico,privada,mixta,publica,vencimiento_2025,vencimiento_2026,vencimiento_2027,vencimiento_2028,vencimiento_2029,municipio_pdet,municipio_zomac,municipio_pnis,municipio_pnsr_antes_2023,municipio_pnsr_2023,municipio_pnsr_2024,muni_nombre_corr,depa_nombre_corr,MPIO,depa_nombre:1,muni_nombre:1,AÑO,total_pob,total_cabecera,total_cprd,hombres_cabecera,hombres_cprd,hombres_total,mujeres_cabecera,mujeres_cprd,mujeres_total,hombres_primera_infancia,hombres_infancia,hombres_adolescencia,hombres_juventud,hombres_adultez,hombres_vejez,mujeres_primera_infancia,mujeres_infancia,mujeres_adolescencia,mujeres_juventud,mujeres_adultez,mujeres_vejez,etnia_cabecera,etnia_cprd,etnia_total,superficie,region
CUNDINAMARCA,LA PEÑA,4,3,1,0,0,3,1,4,0,0,2,1,0,1,0,NO,NO,NO,NO,SI,NO,LA PEÑA,CUNDINAMARCA,25398,CUNDINAMARCA,LA PEÑA,2025,7175,1908,5267,936,3015,3951,972,2252,3224,242,269,276,355,1652,1157,182,236,248,280,1268,1010,20,3,23,116.4031588108259,Región Centro Oriente
CUNDINAMARCA,LA VEGA,20,17,3,0,0,17,3,19,0,1,6,6,1,3,4,NO,NO,NO,NO,NO,NO,LA VEGA,CUNDINAMARCA,25402,CUNDINAMARCA,LA VEGA,2025,21300,9670,11630,4412,6087,10499,5258,5543,10801,803,878,860,1162,4527,2269,814,875,823,1209,4583,2497,25,32,57,166.5175376357568,Región Centro Oriente
CUNDINAMARCA,LENGUAZAQUE,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NO,NO,NO,NO,NO,NO,LENGUAZAQUE,CUNDINAMARCA,25407,CUNDINAMARCA,LENGUAZAQUE,2025,12486,4564,7922,2355,4107,6462,2209,3815,6024,729,685,578,806,2903,761,659,630,524,767,2555,889,32,1,33,153.9437118247582,Región Centro Oriente
CUNDINAMARCA,MADRID,67,52,12,3,0,52,15,66,0,1,27,22,9,4,5,NO,NO,NO,NO,NO,NO,MADRID,CUNDINAMARCA,25430,CUNDINAMARCA,MADRID,2025,143167,137033,6134,67222,3062,70284,69811,3072,72883,6385,6572,6189,10990,34335,5813,6161,6469,6166,10899,35342,7846,1150,32,1182,115.3477276616405,Región Centro Oriente
CUNDINAMARCA,MANTA,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,NO,NO,NO,NO,SI,NO,MANTA,CUNDINAMARCA,25436,CUNDINAMARCA,MANTA,2025,4496,1608,2888,750,1529,2279,858,1359,2217,119,148,161,191,962,698,119,127,126,170,893,782,4,0,4,98.40811430932614,Región Centro Oriente
CUNDINAMARCA,MEDINA,2,1,1,0,0,1,1,1,0,1,2,0,0,0,0,NO,SI,NO,NO,SI,SI,MEDINA,CUNDINAMARCA,25438,CUNDINAMARCA,MEDINA,2025,9667,5990,3677,2932,2097,5029,3058,1580,4638,485,532,498,608,2051,855,411,467,433,539,1945,843,35,36,71,1298.599838281306,Región Centro Oriente
CUNDINAMARCA,MOSQUERA,157,135,14,8,0,135,22,156,0,1,65,45,22,17,8,NO,NO,NO,NO,NO,NO,MOSQUERA,CUNDINAMARCA,25473,CUNDINAMARCA,MOSQUERA,2025,159527,157748,1779,76937,904,77841,80811,875,81686,6681,7214,7044,12092,38392,6418,6340,6921,6921,12143,40697,8664,795,7,802,111.3116677230254,Región Centro Oriente
CUNDINAMARCA,NEMOCÓN,5,4,1,0,0,4,1,4,0,1,1,2,0,2,0,NO,NO,NO,NO,NO,NO,NEMOCÓN,CUNDINAMARCA,25486,CUNDINAMARCA,NEMOCÓN,2025,16563,9214,7349,4403,3780,8183,4811,3569,8380,941,872,763,1208,3525,874,864,842,780,1256,3645,993,47,8,55,99.64095198583585,Región Centro Oriente
CUNDINAMARCA,NILO,3,3,0,0,0,3,0,3,0,0,0,1,2,0,0,NO,NO,NO,NO,NO,NO,NILO,CUNDINAMARCA,25488,CUNDINAMARCA,NILO,2025,13524,4834,8690,2549,6308,8857,2285,2382,4667,531,493,471,3764,2719,879,463,439,358,597,2102,708,108,184,292,236.572624793516,Región Centro Oriente
CUNDINAMARCA,NIMAIMA,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,NO,NO,NO,NO,SI,NO,NIMAIMA,CUNDINAMARCA,25489,CUNDINAMARCA,NIMAIMA,2025,4392,1299,3093,665,1676,2341,634,1417,2051,126,169,180,214,990,662,134,133,132,201,822,629,0,0,0,58.66316360460907,Región Centro Oriente
CUNDINAMARCA,NOCAIMA,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NO,NO,NO,NO,NO,NO,NOCAIMA,CUNDINAMARCA,25491,CUNDINAMARCA,NOCAIMA,2025,7529,2972,4557,1393,2475,3868,1579,2082,3661,262,273,271,379,1672,1011,295,275,235,349,1482,1025,8,7,15,70.64965783970419,Región Centro Oriente
CUNDINAMARCA,PACHO,18,15,3,0,0,15,3,17,0,1,6,4,8,0,0,NO,NO,NO,NO,NO,NO,PACHO,CUNDINAMARCA,25513,CUNDINAMARCA,PACHO,2025,30219,18179,12040,8456,6259,14715,9723,5781,15504,1083,1312,1353,1693,5886,3388,1132,1269,1237,1675,6395,3796,73,6,79,393.3563289345214,Región Centro Oriente
CUNDINAMARCA,PARATEBUENO,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NO,SI,NO,NO,SI,SI,PARATEBUENO,CUNDINAMARCA,25530,CUNDINAMARCA,PARATEBUENO,2025,10470,5264,5206,2674,2722,5396,2590,2484,5074,598,597,506,706,2330,659,533,576,535,732,2157,541,22,9,31,822.2459626232646,Región Centro Oriente
CUNDINAMARCA,PUERTO SALGAR,3,0,2,0,1,0,3,2,0,1,2,1,0,0,0,NO,NO,NO,NO,SI,NO,PUERTO SALGAR,CUNDINAMARCA,25572,CUNDINAMARCA,PUERTO SALGAR,2025,19352,14959,4393,7066,2546,9612,7893,1847,9740,747,830,833,1473,4208,1521,781,840,784,1176,4517,1642,136,35,171,465.2439058350232,Región Centro Oriente
CUNDINAMARCA,RICAURTE,2,0,2,0,0,0,2,1,0,1,1,0,0,0,1,NO,NO,NO,NO,NO,NO,RICAURTE,CUNDINAMARCA,25612,CUNDINAMARCA,RICAURTE,2025,16295,10145,6150,5148,3138,8286,4997,3012,8009,720,709,635,960,3763,1499,644,660,613,990,3528,1574,31,14,45,122.7415649846466,Región Centro Oriente
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,4,1,3,0,0,1,3,3,0,1,3,1,0,0,0,NO,NO,NO,NO,NO,NO,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25645,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2025,14706,2544,12162,1162,6196,7358,1382,5966,7348,527,566,559,715,2948,2043,487,543,521,723,2961,2113,15,14,29,91.16951940622734,Región Centro Oriente
CUNDINAMARCA,SAN FRANCISCO,6,5,1,0,0,5,1,5,0,1,2,4,0,0,0,NO,NO,NO,NO,NO,NO,SAN FRANCISCO,CUNDINAMARCA,25658,CUNDINAMARCA,SAN FRANCISCO,2025,13482,6553,6929,3080,3522,6602,3473,3407,6880,524,560,527,717,2723,1551,487,532,505,747,2866,1743,22,14,36,111.8273994315706,Región Centro Oriente
CUNDINAMARCA,SASAIMA,4,2,1,1,0,2,2,3,0,1,2,1,1,0,0,NO,NO,NO,NO,NO,NO,SASAIMA,CUNDINAMARCA,25718,CUNDINAMARCA,SASAIMA,2025,13312,4381,8931,2028,4847,6875,2353,4084,6437,419,602,661,704,2812,1677,429,522,503,623,2686,1674,17,40,57,102.7855962677559,Región Centro Oriente
CUNDINAMARCA,SESQUILÉ,3,2,1,0,0,2,1,2,0,1,2,1,0,0,0,NO,NO,NO,NO,NO,NO,SESQUILÉ,CUNDINAMARCA,25736,CUNDINAMARCA,SESQUILÉ,2025,14342,5605,8737,2727,4455,7182,2878,4282,7160,632,674,676,990,3282,928,586,624,631,982,3236,1101,96,219,315,134.4250129397188,Región Centro Oriente
CUNDINAMARCA,SIBATÉ,18,14,3,1,0,14,4,17,0,1,8,6,2,1,1,NO,NO,NO,NO,NO,NO,SIBATÉ,CUNDINAMARCA,25740,CUNDINAMARCA,SIBATÉ,2025,42286,32055,10231,15807,5092,20899,16248,5139,21387,1654,1853,1912,3092,9785,2603,1628,1813,1789,3006,10009,3142,100,39,139,112.6175323240707,Región Centro Oriente
CUNDINAMARCA,SILVANIA,5,4,1,0,0,4,1,4,0,1,2,2,0,1,0,NO,SI,NO,NO,SI,SI,SILVANIA,CUNDINAMARCA,25743,CUNDINAMARCA,SILVANIA,2025,26959,11001,15958,5123,8432,13555,5878,7526,13404,1163,1203,1139,1521,5430,3099,1009,1090,1046,1486,5667,3106,27,20,47,157.1154550002078,Región Centro Oriente
CUNDINAMARCA,SIMIJACA,10,9,0,1,0,9,1,10,0,0,6,3,0,1,0,NO,NO,NO,NO,NO,NO,SIMIJACA,CUNDINAMARCA,25745,CUNDINAMARCA,SIMIJACA,2025,16111,10646,5465,5103,2699,7802,5543,2766,8309,705,842,829,964,3316,1146,641,795,791,963,3657,1462,9,12,21,106.0357483329605,Región Centro Oriente
CUNDINAMARCA,SOACHA,324,264,44,14,2,264,60,321,1,2,125,113,36,34,16,NO,NO,NO,NO,NO,NO,SOACHA,CUNDINAMARCA,25754,CUNDINAMARCA,SOACHA,2025,828947,824661,4286,398664,2202,400866,425997,2084,428081,35628,38737,37705,62552,189962,36282,34159,37465,37340,64261,207507,47349,10483,50,10533,204.1271712674408,Región Centro Oriente
CUNDINAMARCA,SOPÓ,33,28,3,1,1,28,5,32,0,1,15,10,3,4,1,NO,NO,NO,NO,NO,NO,SOPÓ,CUNDINAMARCA,25758,CUNDINAMARCA,SOPÓ,2025,32725,24782,7943,12168,3898,16066,12614,4045,16659,1164,1358,1455,2411,7829,1849,1031,1245,1392,2371,8387,2233,137,14,151,119.8999018715544,Región Centro Oriente
CUNDINAMARCA,SUBACHOQUE,13,12,1,0,0,12,1,13,0,0,8,4,0,1,0,NO,NO,NO,NO,NO,NO,SUBACHOQUE,CUNDINAMARCA,25769,CUNDINAMARCA,SUBACHOQUE,2025,18567,10533,8034,5104,4110,9214,5429,3924,9353,744,782,769,1258,4409,1252,669,754,788,1292,4418,1432,51,48,99,214.1792014544721,Región Centro Oriente
CUNDINAMARCA,SUESCA,3,2,1,0,0,2,1,2,0,1,2,0,0,0,1,NO,NO,NO,NO,NO,NO,SUESCA,CUNDINAMARCA,25772,CUNDINAMARCA,SUESCA,2025,21387,11367,10020,5541,5077,10618,5826,4943,10769,1026,1058,1039,1633,4587,1275,944,998,1004,1592,4779,1452,24,7,31,157.97744270848,Región Centro Oriente
CUNDINAMARCA,SUPATÁ,3,3,0,0,0,3,0,3,0,0,0,0,1,2,0,NO,NO,NO,NO,SI,NO,SUPATÁ,CUNDINAMARCA,25777,CUNDINAMARCA,SUPATÁ,2025,6428,2533,3895,1166,2109,3275,1367,1786,3153,209,254,261,327,1367,857,215,268,260,307,1312,791,15,8,23,128.7685005412576,Región Centro Oriente
CUNDINAMARCA,SUSA,2,2,0,0,0,2,0,2,0,0,2,0,0,0,0,NO,NO,NO,NO,NO,NO,SUSA,CUNDINAMARCA,25779,CUNDINAMARCA,SUSA,2025,7982,3447,4535,1665,2388,4053,1782,2147,3929,421,431,380,470,1647,704,318,373,369,457,1650,762,2,7,9,96.63357196480625,Región Centro Oriente
CUNDINAMARCA,SUTATAUSA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,NO,NO,NO,NO,NO,NO,SUTATAUSA,CUNDINAMARCA,25781,CUNDINAMARCA,SUTATAUSA,2025,7357,3037,4320,1466,2234,3700,1571,2086,3657,427,384,333,466,1610,480,382,381,332,487,1575,500,38,1,39,63.72329923422381,Región Centro Oriente
CUNDINAMARCA,TABIO,17,14,3,0,0,14,3,16,0,1,7,4,3,1,2,NO,NO,NO,NO,NO,NO,TABIO,CUNDINAMARCA,25785,CUNDINAMARCA,TABIO,2025,27305,10404,16901,4879,8381,13260,5525,8520,14045,1126,1127,1109,1913,6191,1794,1107,1128,1089,1883,6623,2215,50,55,105,70.0634824117435,Región Centro Oriente
CUNDINAMARCA,TAUSA,2,1,1,0,0,1,1,1,0,1,1,0,1,0,0,NO,NO,NO,NO,SI,NO,TAUSA,CUNDINAMARCA,25793,CUNDINAMARCA,TAUSA,2025,9997,2692,7305,1346,3846,5192,1346,3459,4805,588,538,456,662,2298,650,535,518,455,662,2038,597,0,2,2,187.6040016853541,Región Centro Oriente
CUNDINAMARCA,TENA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,NO,NO,NO,NO,NO,NO,TENA,CUNDINAMARCA,25797,CUNDINAMARCA,TENA,2025,11922,1916,10006,970,5189,6159,946,4817,5763,438,480,501,670,2471,1599,454,452,408,570,2354,1525,17,8,25,54.22990394047981,Región Centro Oriente
CUNDINAMARCA,TENJO,22,18,3,1,0,18,4,21,0,1,12,6,2,2,0,NO,NO,NO,NO,NO,NO,TENJO,CUNDINAMARCA,25799,CUNDINAMARCA,TENJO,2025,27644,13754,13890,6586,6972,13558,7168,6918,14086,1107,1171,1180,1949,6412,1739,1076,1139,1145,1961,6758,2007,78,18,96,103.3696390664467,Región Centro Oriente
CUNDINAMARCA,TOCAIMA,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,NO,NO,TOCAIMA,CUNDINAMARCA,25815,CUNDINAMARCA,TOCAIMA,2025,19453,13176,6277,6371,3368,9739,6805,2909,9714,606,759,828,1149,3988,2409,578,687,711,1012,4107,2619,26,10,36,266.9544032916563,Región Centro Oriente
CUNDINAMARCA,TOCANCIPÁ,45,36,7,1,1,36,9,45,0,0,19,13,6,1,6,NO,NO,NO,NO,NO,NO,TOCANCIPÁ,CUNDINAMARCA,25817,CUNDINAMARCA,TOCANCIPÁ,2025,49642,23653,25989,11908,12912,24820,11745,13077,24822,2527,2456,2313,4108,11643,1773,2349,2303,2194,4009,11732,2235,490,462,952,72.13893849762637,Región Centro Oriente
CUNDINAMARCA,UBAQUE,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NO,NO,NO,NO,SI,NO,UBAQUE,CUNDINAMARCA,25841,CUNDINAMARCA,UBAQUE,2025,8231,2120,6111,1040,3271,4311,1080,2840,3920,360,367,349,471,1837,927,258,314,318,399,1674,957,4,10,14,112.9021793603338,Región Centro Oriente
CUNDINAMARCA,UNE,3,2,1,0,0,2,1,2,0,1,1,2,0,0,0,NO,NO,NO,NO,SI,NO,UNE,CUNDINAMARCA,25845,CUNDINAMARCA,UNE,2025,8569,5163,3406,2678,1844,4522,2485,1562,4047,323,369,385,581,2035,829,295,358,372,536,1722,764,9,6,15,201.3736568473391,Región Centro Oriente
CUNDINAMARCA,VERGARA,2,0,2,0,0,0,2,1,0,1,1,1,0,0,0,NO,NO,NO,NO,SI,NO,VERGARA,CUNDINAMARCA,25862,CUNDINAMARCA,VERGARA,2025,8304,2213,6091,1053,3301,4354,1160,2790,3950,283,320,309,388,1798,1256,269,301,280,348,1584,1168,0,2,2,139.8900829483065,Región Centro Oriente
CUNDINAMARCA,VIANÍ,3,2,1,0,0,2,1,2,0,1,2,0,1,0,0,NO,NO,NO,NO,NO,NO,VIANÍ,CUNDINAMARCA,25867,CUNDINAMARCA,VIANÍ,2025,5380,2240,3140,1061,1739,2800,1179,1401,2580,201,217,210,244,1098,830,203,222,206,258,1016,675,8,18,26,73.29851224744921,Región Centro Oriente
CUNDINAMARCA,VILLAPINZÓN,12,12,0,0,0,12,0,12,0,0,2,4,5,1,0,NO,NO,NO,NO,NO,NO,VILLAPINZÓN,CUNDINAMARCA,25873,CUNDINAMARCA,VILLAPINZÓN,2025,21353,9771,11582,4795,5919,10714,4976,5663,10639,1031,1139,1124,1487,4496,1437,1035,1099,1013,1368,4455,1669,27,0,27,229.0670656130702,Región Centro Oriente
CUNDINAMARCA,VILLETA,20,13,7,0,0,13,7,19,0,1,11,5,2,1,1,NO,NO,NO,NO,NO,NO,VILLETA,CUNDINAMARCA,25875,CUNDINAMARCA,VILLETA,2025,33643,24627,9016,11863,4892,16755,12764,4124,16888,1211,1382,1421,2073,7444,3224,1172,1316,1301,1993,7510,3596,83,24,107,127.3298716266528,Región Centro Oriente
CUNDINAMARCA,VIOTÁ,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,NO,SI,NO,NO,SI,SI,VIOTÁ,CUNDINAMARCA,25878,CUNDINAMARCA,VIOTÁ,2025,16218,6651,9567,3273,5100,8373,3378,4467,7845,554,679,706,864,3318,2252,588,671,639,750,3148,2049,21,19,40,209.5639230603947,Región Centro Oriente
CUNDINAMARCA,ZIPAQUIRÁ,180,155,18,2,5,155,25,179,0,1,63,67,16,21,13,NO,NO,NO,NO,NO,NO,ZIPAQUIRÁ,CUNDINAMARCA,25899,CUNDINAMARCA,ZIPAQUIRÁ,2025,165473,141462,24011,68209,11968,80177,73253,12043,85296,6972,7149,6863,12053,37680,9460,6566,6885,6776,12038,40431,12600,357,62,419,204.9380874520741,Región Centro Oriente
CUNDINAMARCA,ÚTICA,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,NO,NO,NO,NO,NO,NO,ÚTICA,CUNDINAMARCA,25851,CUNDINAMARCA,ÚTICA,2025,5202,3273,1929,1645,1098,2743,1628,831,2459,154,178,188,272,1173,778,165,195,185,238,985,691,17,0,17,83.08290252345036,Región Centro Oriente
CÓRDOBA,AYAPEL,5,0,5,0,0,0,5,4,0,1,1,3,0,1,0,NO,NO,NO,NO,SI,NO,AYAPEL,CÓRDOBA,23068,CÓRDOBA,AYAPEL,2025,49553,28573,20980,14032,11075,25107,14541,9905,24446,2658,3013,2991,3643,9264,3538,2641,2866,2729,3429,9383,3398,1770,2830,4600,2109.453187129805,Región Caribe
CÓRDOBA,BUENAVISTA,5,1,4,0,0,1,4,4,0,1,2,2,1,0,0,NO,NO,NO,NO,SI,NO,BUENAVISTA,CÓRDOBA,23079,CÓRDOBA,BUENAVISTA,2025,22969,8143,14826,4014,7648,11662,4129,7178,11307,1116,1318,1360,1667,4428,1773,1109,1232,1217,1573,4516,1660,541,1126,1667,872.5486138374583,Región Caribe
CÓRDOBA,CANALETE,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,SI,NO,CANALETE,CÓRDOBA,23090,CÓRDOBA,CANALETE,2025,16690,3985,12705,1911,6516,8427,2074,6189,8263,763,938,976,1147,3334,1269,855,925,888,1118,3345,1132,241,276,517,441.6824456366613,Región Caribe
CÓRDOBA,CERETÉ,31,13,16,2,0,13,18,29,0,2,21,7,1,1,1,NO,NO,NO,NO,SI,NO,CERETÉ,CÓRDOBA,23162,CÓRDOBA,CERETÉ,2025,115013,62749,52264,30231,26003,56234,32518,26261,58779,4670,5154,5292,8224,24122,8772,4515,4930,5067,8107,25949,10211,1440,1756,3196,318.7769857310122,Región Caribe
CÓRDOBA,CHIMÁ,2,1,1,0,0,1,1,1,0,1,0,2,0,0,0,NO,NO,NO,NO,SI,NO,CHIMÁ,CÓRDOBA,23168,CÓRDOBA,CHIMÁ,2025,19160,3700,15460,1849,7964,9813,1851,7496,9347,755,865,903,1313,4136,1841,692,828,878,1185,3968,1796,3538,13646,17184,303.4593830709729,Región Caribe
CÓRDOBA,CHINÚ,17,12,5,0,0,12,5,16,0,1,11,3,1,1,1,NO,NO,NO,NO,SI,NO,CHINÚ,CÓRDOBA,23182,CÓRDOBA,CHINÚ,2025,52063,20719,31344,10080,16369,26449,10639,14975,25614,2086,2299,2350,3655,11425,4634,2014,2186,2217,3439,11040,4718,4863,16905,21768,590.1188710184006,Región Caribe
CÓRDOBA,CIÉNAGA DE ORO,12,8,4,0,0,8,4,11,0,1,6,4,1,1,0,NO,NO,NO,NO,SI,NO,CIÉNAGA DE ORO,CÓRDOBA,23189,CÓRDOBA,CIÉNAGA DE ORO,2025,64223,22853,41370,11124,21251,32375,11729,20119,31848,2718,3091,3199,4619,13353,5395,2608,2913,3012,4369,13419,5527,1976,10327,12303,590.8700769323605,Región Caribe
CÓRDOBA,COTORRA,3,1,2,0,0,1,2,2,0,1,0,3,0,0,0,NO,NO,NO,NO,SI,NO,COTORRA,CÓRDOBA,23300,CÓRDOBA,COTORRA,2025,20741,6260,14481,3065,7314,10379,3195,7167,10362,887,975,996,1466,4334,1721,753,843,922,1486,4523,1835,380,544,924,96.5758427865375,Región Caribe
CÓRDOBA,LA APARTADA,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NO,NO,NO,NO,SI,NO,LA APARTADA,CÓRDOBA,23350,CÓRDOBA,LA APARTADA,2025,15933,12009,3924,5887,2107,7994,6122,1817,7939,802,897,907,1185,3070,1133,768,840,838,1188,3282,1023,1557,605,2162,271.191308219859,Región Caribe
CÓRDOBA,LORICA,47,24,22,1,0,24,23,45,0,2,24,21,2,0,0,NO,NO,NO,NO,SI,NO,LORICA,CÓRDOBA,23417,CÓRDOBA,LORICA,2025,119228,54787,64441,25702,32559,58261,29085,31882,60967,5167,5735,5778,8293,24087,9201,5086,5556,5607,8226,26037,10455,3256,7817,11073,899.5506430604071,Región Caribe
CÓRDOBA,LOS CÓRDOBAS,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,NO,NO,NO,NO,SI,NO,LOS CÓRDOBAS,CÓRDOBA,23419,CÓRDOBA,LOS CÓRDOBAS,2025,20509,3815,16694,1907,8496,10403,1908,8198,10106,979,1132,1168,1463,4013,1648,1005,1112,1095,1363,4119,1412,1844,1275,3119,332.4067650484326,Región Caribe
CÓRDOBA,MOMIL,4,2,2,0,0,2,2,3,0,1,0,3,1,0,0,NO,NO,NO,NO,SI,NO,MOMIL,CÓRDOBA,23464,CÓRDOBA,MOMIL,2025,21271,12302,8969,6043,4542,10585,6259,4427,10686,873,1013,1071,1541,4340,1747,844,997,1081,1565,4388,1811,3347,7063,10410,156.8362762544938,Región Caribe
CÓRDOBA,MONTELÍBANO,38,23,14,1,0,23,15,37,0,1,13,17,5,3,0,SI,SI,SI,SI,SI,SI,MONTELÍBANO,CÓRDOBA,23466,CÓRDOBA,MONTELÍBANO,2025,87197,64125,23072,30618,11966,42584,33507,11106,44613,4561,5115,5018,6268,16806,4816,4336,4934,4951,6527,18827,5038,5236,3020,8256,1669.895159389848,Región Caribe
CÓRDOBA,MONTERÍA,604,332,259,12,1,332,272,600,0,4,284,216,54,35,15,NO,NO,NO,NO,SI,NO,MONTERÍA,CÓRDOBA,23001,CÓRDOBA,MONTERÍA,2025,531424,412595,118829,198016,60317,258333,214579,58512,273091,23350,25550,25818,40112,110915,32588,21977,24123,24907,39989,121855,40240,10577,2191,12768,2983.9593933006,Región Caribe
CÓRDOBA,MOÑITOS,3,1,2,0,0,1,2,2,0,1,2,1,0,0,0,NO,NO,NO,NO,NO,NO,MOÑITOS,CÓRDOBA,23500,CÓRDOBA,MOÑITOS,2025,32657,6398,26259,3025,13442,16467,3373,12817,16190,1699,1916,1895,2377,6323,2257,1497,1771,1824,2306,6538,2254,5643,23901,29544,220.8398657096784,Región Caribe
CÓRDOBA,PLANETA RICA,35,29,5,1,0,29,6,34,0,1,18,13,0,3,1,NO,NO,NO,NO,SI,NO,PLANETA RICA,CÓRDOBA,23555,CÓRDOBA,PLANETA RICA,2025,69377,43555,25822,20775,13290,34065,22780,12532,35312,3121,3622,3703,4844,13527,5248,2991,3421,3510,4845,14736,5809,1703,2655,4358,1027.776164663017,Región Caribe
CÓRDOBA,PUEBLO NUEVO,7,3,3,0,1,3,4,6,0,1,2,4,0,0,1,NO,NO,NO,NO,SI,NO,PUEBLO NUEVO,CÓRDOBA,23570,CÓRDOBA,PUEBLO NUEVO,2025,38947,10471,28476,4934,14719,19653,5537,13757,19294,1818,2034,2093,2910,7666,3132,1770,1981,2002,2661,7811,3069,3549,5346,8895,852.3040455301527,Región Caribe
CÓRDOBA,PUERTO ESCONDIDO,3,1,2,0,0,1,2,2,0,1,2,1,0,0,0,NO,NO,NO,NO,SI,NO,PUERTO ESCONDIDO,CÓRDOBA,23574,CÓRDOBA,PUERTO ESCONDIDO,2025,25919,4162,21757,2005,11311,13316,2157,10446,12603,1222,1463,1524,1829,5119,2159,1202,1358,1359,1705,5053,1926,3729,14991,18720,414.9023488165875,Región Caribe
CÓRDOBA,PUERTO LIBERTADOR,8,3,5,0,0,3,5,7,0,1,3,4,1,0,0,SI,SI,SI,SI,SI,SI,PUERTO LIBERTADOR,CÓRDOBA,23580,CÓRDOBA,PUERTO LIBERTADOR,2025,45766,13614,32152,6507,17015,23522,7107,15137,22244,2762,2938,2758,3395,8851,2818,2703,2780,2558,3309,8639,2255,1653,6760,8413,1635.183755713736,Región Caribe
CÓRDOBA,SAHAGÚN,62,44,15,3,0,44,18,60,0,2,35,17,4,4,2,NO,NO,NO,NO,SI,NO,SAHAGÚN,CÓRDOBA,23660,CÓRDOBA,SAHAGÚN,2025,116988,55919,61069,26681,31236,57917,29238,29833,59071,4814,5479,5689,8153,23974,9808,4679,5245,5422,7999,25013,10713,6248,15380,21628,1004.222109725781,Región Caribe
CÓRDOBA,SAN ANDRÉS SOTAVENTO,9,1,8,0,0,1,8,7,0,2,1,8,0,0,0,NO,NO,NO,NO,SI,NO,SAN ANDRÉS SOTAVENTO,CÓRDOBA,23670,CÓRDOBA,SAN ANDRÉS SOTAVENTO,2025,51180,9926,41254,4842,21797,26639,5084,19457,24541,2985,2966,2841,4420,10190,3237,2805,2855,2730,3907,9104,3140,9381,40993,50374,214.2662411810534,Región Caribe
CÓRDOBA,SAN ANTERO,2,0,2,0,0,0,2,1,0,1,0,2,0,0,0,NO,NO,NO,NO,SI,NO,SAN ANTERO,CÓRDOBA,23672,CÓRDOBA,SAN ANTERO,2025,36854,16490,20364,8028,10171,18199,8462,10193,18655,2000,2025,1891,2687,7344,2252,1794,1895,1862,2781,7950,2373,13165,11809,24974,227.4757284250211,Región Caribe
CÓRDOBA,SAN BERNARDO DEL VIENTO,8,3,5,0,0,3,5,7,0,1,1,6,0,1,0,NO,NO,NO,NO,NO,NO,SAN BERNARDO DEL VIENTO,CÓRDOBA,23675,CÓRDOBA,SAN BERNARDO DEL VIENTO,2025,40391,9176,31215,4326,15848,20174,4850,15367,20217,1886,2199,2245,2791,7816,3237,1888,2025,1996,2714,8213,3381,5414,18215,23629,324.7750298686364,Región Caribe
CÓRDOBA,SAN PELAYO,4,1,2,1,0,1,3,3,0,1,2,2,0,0,0,NO,NO,NO,NO,SI,NO,SAN PELAYO,CÓRDOBA,23686,CÓRDOBA,SAN PELAYO,2025,55444,8866,46578,4216,23800,28016,4650,22778,27428,2120,2440,2591,3828,11618,5419,1974,2217,2345,3527,11621,5744,618,2659,3277,478.6461014554028,Región Caribe
CÓRDOBA,TIERRALTA,11,4,6,1,0,4,7,10,0,1,6,2,0,2,1,SI,SI,SI,SI,SI,SI,TIERRALTA,CÓRDOBA,23807,CÓRDOBA,TIERRALTA,2025,100610,44863,55747,21601,28998,50599,23262,26749,50011,6403,6448,5844,7610,18461,5833,6296,6320,5732,7370,18733,5560,5732,15302,21034,5262.901876865957,Región Caribe
CÓRDOBA,VALENCIA,6,2,4,0,0,2,4,5,0,1,3,3,0,0,0,SI,SI,NO,SI,SI,SI,VALENCIA,CÓRDOBA,23855,CÓRDOBA,VALENCIA,2025,38850,17424,21426,8256,11089,19345,9168,10337,19505,1799,2208,2268,2538,7542,2990,1763,2056,2086,2616,8227,2757,448,1742,2190,970.3038659573497,Región Caribe
